날짜,지역,방문자수,연령대,성별,이벤트 종류,참여자수,참여비율
2023-12-07,울산,37,노년,남,게임 및 퀴즈,6,16.216216216216218
2023-12-07,울산,36,노년,여,게임 및 퀴즈,11,30.555555555555557
2023-12-07,제주,22,청소년,남,업사이클링 마켓,10,45.45454545454545
2023-12-07,제주,26,청소년,여,업사이클링 마켓,11,42.30769230769231
2023-12-07,제주,7,청년,남,업사이클링 마켓,6,85.71428571428571
2023-12-07,제주,25,청년,여,업사이클링 마켓,19,76.0
2023-12-07,제주,29,장년,남,업사이클링 마켓,5,17.24137931034483
2023-12-07,제주,1,장년,여,업사이클링 마켓,0,0.0
2023-12-07,제주,8,노년,남,업사이클링 마켓,0,0.0
2023-12-07,제주,31,노년,여,업사이클링 마켓,8,25.806451612903224
2023-12-07,충남,3,청소년,남,홍보 부스 운영,0,0.0
2023-12-07,충남,27,청소년,여,홍보 부스 운영,13,48.148148148148145
2023-12-07,충남,23,청년,남,홍보 부스 운영,13,56.52173913043478
2023-12-07,충남,33,청년,여,홍보 부스 운영,8,24.242424242424242
2023-12-07,충남,24,장년,남,홍보 부스 운영,0,0.0
2023-12-07,충남,16,장년,여,홍보 부스 운영,14,87.5
2023-12-07,충남,11,노년,남,홍보 부스 운영,0,0.0
2023-12-07,충남,34,노년,여,홍보 부스 운영,6,17.647058823529413
2023-12-07,경남,4,청소년,남,커뮤니티 청소 활동,0,0.0
2023-12-07,경남,9,청소년,여,커뮤니티 청소 활동,3,33.33333333333333
2023-12-07,경남,5,청년,남,커뮤니티 청소 활동,2,40.0
2023-12-07,경남,19,청년,여,커뮤니티 청소 활동,4,21.052631578947366
2023-12-07,경남,37,장년,남,커뮤니티 청소 활동,13,35.13513513513514
2023-12-07,경남,34,장년,여,커뮤니티 청소 활동,16,47.05882352941176
2023-12-07,경남,31,노년,남,커뮤니티 청소 활동,9,29.03225806451613
2023-12-07,경남,6,노년,여,커뮤니티 청소 활동,5,83.33333333333334
2023-12-07,경기,13,청소년,남,게임 및 퀴즈,10,76.92307692307693
2023-12-07,경기,23,청소년,여,게임 및 퀴즈,5,21.73913043478261
2023-12-07,경기,7,청년,남,게임 및 퀴즈,1,14.285714285714285
2023-12-07,경기,31,청년,여,게임 및 퀴즈,0,0.0
2023-12-07,경기,13,장년,남,게임 및 퀴즈,9,69.23076923076923
2023-12-07,경기,34,장년,여,게임 및 퀴즈,6,17.647058823529413
2023-12-07,경기,35,노년,남,게임 및 퀴즈,11,31.428571428571427
2023-12-07,경기,21,노년,여,게임 및 퀴즈,2,9.523809523809524
2023-12-07,인천,34,청소년,남,업사이클링 마켓,16,47.05882352941176
2023-12-07,인천,30,청소년,여,업사이클링 마켓,18,60.0
2023-12-07,인천,13,청년,남,업사이클링 마켓,2,15.384615384615385
2023-12-07,인천,29,청년,여,업사이클링 마켓,1,3.4482758620689653
2023-12-07,인천,7,장년,남,업사이클링 마켓,2,28.57142857142857
2023-12-07,인천,3,장년,여,업사이클링 마켓,2,66.66666666666666
2023-12-07,인천,28,노년,남,업사이클링 마켓,17,60.71428571428571
2023-12-07,인천,36,노년,여,업사이클링 마켓,14,38.88888888888889
2023-12-07,세종,2,청소년,남,재활용 품목 수집 이벤트,0,0.0
2023-12-07,세종,16,청소년,여,재활용 품목 수집 이벤트,5,31.25
2023-12-07,세종,31,청년,남,재활용 품목 수집 이벤트,14,45.16129032258064
2023-12-07,세종,23,청년,여,재활용 품목 수집 이벤트,8,34.78260869565217
2023-12-07,세종,14,장년,남,재활용 품목 수집 이벤트,2,14.285714285714285
2023-12-07,세종,9,장년,여,재활용 품목 수집 이벤트,2,22.22222222222222
2023-12-07,세종,1,노년,남,재활용 품목 수집 이벤트,0,0.0
2023-12-07,세종,23,노년,여,재활용 품목 수집 이벤트,14,60.86956521739131
2023-12-08,경북,26,청소년,남,워크숍 개최,1,3.8461538461538463
2023-12-08,경북,15,청소년,여,워크숍 개최,8,53.333333333333336
2023-12-08,경북,23,청년,남,워크숍 개최,2,8.695652173913043
2023-12-08,경북,39,청년,여,워크숍 개최,19,48.717948717948715
2023-12-08,경북,17,장년,남,워크숍 개최,3,17.647058823529413
2023-12-08,경북,16,장년,여,워크숍 개최,9,56.25
2023-12-08,경북,34,노년,남,워크숍 개최,16,47.05882352941176
2023-12-08,경북,18,노년,여,워크숍 개최,16,88.88888888888889
2023-12-08,대구,31,청소년,남,게임 및 퀴즈,0,0.0
2023-12-08,대구,2,청소년,여,게임 및 퀴즈,1,50.0
2023-12-08,대구,12,청년,남,게임 및 퀴즈,5,41.66666666666667
2023-12-08,대구,20,청년,여,게임 및 퀴즈,4,20.0
2023-12-08,대구,31,장년,남,게임 및 퀴즈,16,51.61290322580645
2023-12-08,대구,6,장년,여,게임 및 퀴즈,3,50.0
2023-12-08,대구,9,노년,남,게임 및 퀴즈,2,22.22222222222222
2023-12-08,대구,6,노년,여,게임 및 퀴즈,4,66.66666666666666
2023-12-08,대전,35,청소년,남,재활용 아트 전시,12,34.285714285714285
2023-12-08,대전,19,청소년,여,재활용 아트 전시,12,63.1578947368421
2023-12-08,대전,26,청년,남,재활용 아트 전시,3,11.538461538461538
2023-12-08,대전,34,청년,여,재활용 아트 전시,8,23.52941176470588
2023-12-08,대전,23,장년,남,재활용 아트 전시,6,26.08695652173913
2023-12-08,대전,30,장년,여,재활용 아트 전시,1,3.3333333333333335
2023-12-08,대전,21,노년,남,재활용 아트 전시,1,4.761904761904762
2023-12-08,대전,17,노년,여,재활용 아트 전시,10,58.82352941176471
2023-12-08,충북,35,청소년,남,재활용 품목 수집 이벤트,1,2.857142857142857
2023-12-08,충북,36,청소년,여,재활용 품목 수집 이벤트,17,47.22222222222222
2023-12-08,충북,20,청년,남,재활용 품목 수집 이벤트,18,90.0
2023-12-08,충북,31,청년,여,재활용 품목 수집 이벤트,5,16.129032258064516
2023-12-08,충북,29,장년,남,재활용 품목 수집 이벤트,0,0.0
2023-12-08,충북,18,장년,여,재활용 품목 수집 이벤트,16,88.88888888888889
2023-12-08,충북,10,노년,남,재활용 품목 수집 이벤트,2,20.0
2023-12-08,충북,26,노년,여,재활용 품목 수집 이벤트,2,7.6923076923076925
2023-12-09,대전,8,청소년,남,게임 및 퀴즈,2,25.0
2023-12-09,대전,5,청소년,여,게임 및 퀴즈,1,20.0
2023-12-09,대전,7,청년,남,게임 및 퀴즈,2,28.57142857142857
2023-12-09,대전,14,청년,여,게임 및 퀴즈,2,14.285714285714285
2023-12-09,대전,31,장년,남,게임 및 퀴즈,20,64.51612903225806
2023-12-09,대전,27,장년,여,게임 및 퀴즈,18,66.66666666666666
2023-12-09,대전,1,노년,남,게임 및 퀴즈,0,0.0
2023-12-09,대전,36,노년,여,게임 및 퀴즈,0,0.0
2023-12-09,강원,28,청소년,남,업사이클링 마켓,3,10.714285714285714
2023-12-09,강원,30,청소년,여,업사이클링 마켓,13,43.333333333333336
2023-12-09,강원,4,청년,남,업사이클링 마켓,2,50.0
2023-12-09,강원,10,청년,여,업사이클링 마켓,1,10.0
2023-12-09,강원,36,장년,남,업사이클링 마켓,15,41.66666666666667
2023-12-09,강원,19,장년,여,업사이클링 마켓,15,78.94736842105263
2023-12-09,강원,37,노년,남,업사이클링 마켓,15,40.54054054054054
2023-12-09,강원,32,노년,여,업사이클링 마켓,15,46.875
2023-12-09,경남,19,청소년,남,홍보 부스 운영,11,57.89473684210527
2023-12-09,경남,27,청소년,여,홍보 부스 운영,11,40.74074074074074
2023-12-09,경남,35,청년,남,홍보 부스 운영,11,31.428571428571427
2023-12-09,경남,26,청년,여,홍보 부스 운영,10,38.46153846153847
2023-12-09,경남,15,장년,남,홍보 부스 운영,0,0.0
2023-12-09,경남,10,장년,여,홍보 부스 운영,2,20.0
2023-12-09,경남,11,노년,남,홍보 부스 운영,8,72.72727272727273
2023-12-09,경남,14,노년,여,홍보 부스 운영,1,7.142857142857142
2023-12-09,전북,27,청소년,남,게임 및 퀴즈,2,7.4074074074074066
2023-12-09,전북,23,청소년,여,게임 및 퀴즈,5,21.73913043478261
2023-12-09,전북,9,청년,남,게임 및 퀴즈,3,33.33333333333333
2023-12-09,전북,5,청년,여,게임 및 퀴즈,0,0.0
2023-12-09,전북,33,장년,남,게임 및 퀴즈,6,18.181818181818183
2023-12-09,전북,23,장년,여,게임 및 퀴즈,11,47.82608695652174
2023-12-09,전북,24,노년,남,게임 및 퀴즈,15,62.5
2023-12-09,전북,21,노년,여,게임 및 퀴즈,4,19.047619047619047
2023-12-09,경기,3,청소년,남,재활용 품목 수집 이벤트,1,33.33333333333333
2023-12-09,경기,31,청소년,여,재활용 품목 수집 이벤트,7,22.58064516129032
2023-12-09,경기,5,청년,남,재활용 품목 수집 이벤트,4,80.0
2023-12-09,경기,24,청년,여,재활용 품목 수집 이벤트,11,45.83333333333333
2023-12-09,경기,1,장년,남,재활용 품목 수집 이벤트,0,0.0
2023-12-09,경기,38,장년,여,재활용 품목 수집 이벤트,7,18.421052631578945
2023-12-09,경기,14,노년,남,재활용 품목 수집 이벤트,4,28.57142857142857
2023-12-09,경기,17,노년,여,재활용 품목 수집 이벤트,16,94.11764705882352
2023-12-09,충북,33,청소년,남,워크숍 개최,12,36.36363636363637
2023-12-09,충북,12,청소년,여,워크숍 개최,4,33.33333333333333
2023-12-09,충북,40,청년,남,워크숍 개최,1,2.5
2023-12-09,충북,9,청년,여,워크숍 개최,8,88.88888888888889
2023-12-09,충북,32,장년,남,워크숍 개최,9,28.125
2023-12-09,충북,9,장년,여,워크숍 개최,8,88.88888888888889
2023-12-09,충북,38,노년,남,워크숍 개최,6,15.789473684210526
2023-12-09,충북,1,노년,여,워크숍 개최,0,0.0
2023-12-09,인천,24,청소년,남,게임 및 퀴즈,10,41.66666666666667
2023-12-09,인천,2,청소년,여,게임 및 퀴즈,0,0.0
2023-12-09,인천,12,청년,남,게임 및 퀴즈,10,83.33333333333334
2023-12-09,인천,16,청년,여,게임 및 퀴즈,11,68.75
2023-12-09,인천,26,장년,남,게임 및 퀴즈,1,3.8461538461538463
2023-12-09,인천,23,장년,여,게임 및 퀴즈,16,69.56521739130434
2023-12-09,인천,9,노년,남,게임 및 퀴즈,1,11.11111111111111
2023-12-09,인천,17,노년,여,게임 및 퀴즈,6,35.294117647058826
2023-12-09,광주,5,청소년,남,업사이클링 마켓,3,60.0
2023-12-09,광주,3,청소년,여,업사이클링 마켓,2,66.66666666666666
2023-12-09,광주,10,청년,남,업사이클링 마켓,6,60.0
2023-12-09,광주,38,청년,여,업사이클링 마켓,8,21.052631578947366
2023-12-09,광주,6,장년,남,업사이클링 마켓,2,33.33333333333333
2023-12-09,광주,3,장년,여,업사이클링 마켓,2,66.66666666666666
2023-12-09,광주,26,노년,남,업사이클링 마켓,5,19.230769230769234
2023-12-09,광주,13,노년,여,업사이클링 마켓,6,46.15384615384615
2023-12-09,충남,16,청소년,남,홍보 부스 운영,3,18.75
2023-12-09,충남,38,청소년,여,홍보 부스 운영,7,18.421052631578945
2023-12-09,충남,40,청년,남,홍보 부스 운영,12,30.0
2023-12-09,충남,16,청년,여,홍보 부스 운영,7,43.75
2023-12-09,충남,6,장년,남,홍보 부스 운영,2,33.33333333333333
2023-12-09,충남,31,장년,여,홍보 부스 운영,5,16.129032258064516
2023-12-09,충남,17,노년,남,홍보 부스 운영,13,76.47058823529412
2023-12-09,충남,4,노년,여,홍보 부스 운영,1,25.0
2023-12-09,제주,11,청소년,남,워크숍 개최,2,18.181818181818183
2023-12-09,제주,9,청소년,여,워크숍 개최,8,88.88888888888889
2023-12-09,제주,7,청년,남,워크숍 개최,6,85.71428571428571
2023-12-09,제주,40,청년,여,워크숍 개최,11,27.500000000000004
2023-12-09,제주,39,장년,남,워크숍 개최,13,33.33333333333333
2023-12-09,제주,38,장년,여,워크숍 개최,11,28.947368421052634
2023-12-09,제주,30,노년,남,워크숍 개최,19,63.33333333333333
2023-12-09,제주,22,노년,여,워크숍 개최,11,50.0
2023-12-09,부산,1,청소년,남,홍보 부스 운영,0,0.0
2023-12-09,부산,15,청소년,여,홍보 부스 운영,6,40.0
2023-12-09,부산,11,청년,남,홍보 부스 운영,5,45.45454545454545
2023-12-09,부산,17,청년,여,홍보 부스 운영,4,23.52941176470588
2023-12-09,부산,3,장년,남,홍보 부스 운영,0,0.0
2023-12-09,부산,40,장년,여,홍보 부스 운영,12,30.0
2023-12-09,부산,37,노년,남,홍보 부스 운영,14,37.83783783783784
2023-12-09,부산,7,노년,여,홍보 부스 운영,6,85.71428571428571
2023-12-09,경북,38,청소년,남,재활용 아트 전시,0,0.0
2023-12-09,경북,24,청소년,여,재활용 아트 전시,8,33.33333333333333
2023-12-09,경북,38,청년,남,재활용 아트 전시,20,52.63157894736842
2023-12-09,경북,12,청년,여,재활용 아트 전시,2,16.666666666666664
2023-12-09,경북,13,장년,남,재활용 아트 전시,4,30.76923076923077
2023-12-09,경북,8,장년,여,재활용 아트 전시,1,12.5
2023-12-09,경북,38,노년,남,재활용 아트 전시,4,10.526315789473683
2023-12-09,경북,38,노년,여,재활용 아트 전시,1,2.631578947368421
2023-12-09,전남,3,청소년,남,게임 및 퀴즈,0,0.0
2023-12-09,전남,35,청소년,여,게임 및 퀴즈,4,11.428571428571429
2023-12-09,전남,33,청년,남,게임 및 퀴즈,10,30.303030303030305
2023-12-09,전남,18,청년,여,게임 및 퀴즈,14,77.77777777777779
2023-12-09,전남,25,장년,남,게임 및 퀴즈,5,20.0
2023-12-09,전남,7,장년,여,게임 및 퀴즈,3,42.857142857142854
2023-12-09,전남,4,노년,남,게임 및 퀴즈,3,75.0
2023-12-09,전남,9,노년,여,게임 및 퀴즈,3,33.33333333333333
2023-12-10,제주,28,청소년,남,업사이클링 마켓,18,64.28571428571429
2023-12-10,제주,40,청소년,여,업사이클링 마켓,1,2.5
2023-12-10,제주,20,청년,남,업사이클링 마켓,14,70.0
2023-12-10,제주,7,청년,여,업사이클링 마켓,1,14.285714285714285
2023-12-10,제주,29,장년,남,업사이클링 마켓,12,41.37931034482759
2023-12-10,제주,29,장년,여,업사이클링 마켓,19,65.51724137931035
2023-12-10,제주,17,노년,남,업사이클링 마켓,4,23.52941176470588
2023-12-10,제주,22,노년,여,업사이클링 마켓,8,36.36363636363637
2023-12-10,세종,34,청소년,남,업사이클링 마켓,14,41.17647058823529
2023-12-10,세종,40,청소년,여,업사이클링 마켓,17,42.5
2023-12-10,세종,13,청년,남,업사이클링 마켓,12,92.3076923076923
2023-12-10,세종,18,청년,여,업사이클링 마켓,16,88.88888888888889
2023-12-10,세종,21,장년,남,업사이클링 마켓,11,52.38095238095239
2023-12-10,세종,21,장년,여,업사이클링 마켓,12,57.14285714285714
2023-12-10,세종,2,노년,남,업사이클링 마켓,1,50.0
2023-12-10,세종,1,노년,여,업사이클링 마켓,0,0.0
2023-12-10,경북,34,청소년,남,워크숍 개최,17,50.0
2023-12-10,경북,27,청소년,여,워크숍 개최,13,48.148148148148145
2023-12-10,경북,31,청년,남,워크숍 개최,3,9.67741935483871
2023-12-10,경북,8,청년,여,워크숍 개최,1,12.5
2023-12-10,경북,6,장년,남,워크숍 개최,5,83.33333333333334
2023-12-10,경북,29,장년,여,워크숍 개최,20,68.96551724137932
2023-12-10,경북,10,노년,남,워크숍 개최,8,80.0
2023-12-10,경북,36,노년,여,워크숍 개최,3,8.333333333333332
2023-12-10,전남,23,청소년,남,재활용 품목 수집 이벤트,1,4.3478260869565215
2023-12-10,전남,29,청소년,여,재활용 품목 수집 이벤트,5,17.24137931034483
2023-12-10,전남,11,청년,남,재활용 품목 수집 이벤트,10,90.9090909090909
2023-12-10,전남,5,청년,여,재활용 품목 수집 이벤트,3,60.0
2023-12-10,전남,36,장년,남,재활용 품목 수집 이벤트,1,2.7777777777777777
2023-12-10,전남,26,장년,여,재활용 품목 수집 이벤트,4,15.384615384615385
2023-12-10,전남,40,노년,남,재활용 품목 수집 이벤트,16,40.0
2023-12-10,전남,16,노년,여,재활용 품목 수집 이벤트,2,12.5
2023-12-10,대구,5,청소년,남,재활용 아트 전시,1,20.0
2023-12-10,대구,34,청소년,여,재활용 아트 전시,6,17.647058823529413
2023-12-10,대구,15,청년,남,재활용 아트 전시,13,86.66666666666667
2023-12-10,대구,24,청년,여,재활용 아트 전시,6,25.0
2023-12-10,대구,38,장년,남,재활용 아트 전시,20,52.63157894736842
2023-12-10,대구,15,장년,여,재활용 아트 전시,8,53.333333333333336
2023-12-10,대구,25,노년,남,재활용 아트 전시,20,80.0
2023-12-10,대구,6,노년,여,재활용 아트 전시,0,0.0
2023-12-10,경기,31,청소년,남,재활용 아트 전시,9,29.03225806451613
2023-12-10,경기,32,청소년,여,재활용 아트 전시,20,62.5
2023-12-10,경기,14,청년,남,재활용 아트 전시,5,35.714285714285715
2023-12-10,경기,23,청년,여,재활용 아트 전시,0,0.0
2023-12-10,경기,38,장년,남,재활용 아트 전시,19,50.0
2023-12-10,경기,3,장년,여,재활용 아트 전시,1,33.33333333333333
2023-12-10,경기,30,노년,남,재활용 아트 전시,8,26.666666666666668
2023-12-10,경기,20,노년,여,재활용 아트 전시,13,65.0
2023-12-10,대전,17,청소년,남,커뮤니티 청소 활동,10,58.82352941176471
2023-12-10,대전,40,청소년,여,커뮤니티 청소 활동,0,0.0
2023-12-10,대전,32,청년,남,커뮤니티 청소 활동,9,28.125
2023-12-10,대전,10,청년,여,커뮤니티 청소 활동,4,40.0
2023-12-10,대전,34,장년,남,커뮤니티 청소 활동,13,38.23529411764706
2023-12-10,대전,10,장년,여,커뮤니티 청소 활동,0,0.0
2023-12-10,대전,34,노년,남,커뮤니티 청소 활동,15,44.11764705882353
2023-12-10,대전,29,노년,여,커뮤니티 청소 활동,20,68.96551724137932
2023-12-10,전북,32,청소년,남,커뮤니티 청소 활동,9,28.125
2023-12-10,전북,27,청소년,여,커뮤니티 청소 활동,2,7.4074074074074066
2023-12-10,전북,30,청년,남,커뮤니티 청소 활동,14,46.666666666666664
2023-12-10,전북,8,청년,여,커뮤니티 청소 활동,2,25.0
2023-12-10,전북,24,장년,남,커뮤니티 청소 활동,17,70.83333333333334
2023-12-10,전북,16,장년,여,커뮤니티 청소 활동,4,25.0
2023-12-10,전북,25,노년,남,커뮤니티 청소 활동,11,44.0
2023-12-10,전북,21,노년,여,커뮤니티 청소 활동,17,80.95238095238095
2023-12-10,울산,40,청소년,남,게임 및 퀴즈,18,45.0
2023-12-10,울산,37,청소년,여,게임 및 퀴즈,4,10.81081081081081
2023-12-10,울산,27,청년,남,게임 및 퀴즈,11,40.74074074074074
2023-12-10,울산,37,청년,여,게임 및 퀴즈,18,48.64864864864865
2023-12-10,울산,8,장년,남,게임 및 퀴즈,1,12.5
2023-12-10,울산,39,장년,여,게임 및 퀴즈,2,5.128205128205128
2023-12-10,울산,19,노년,남,게임 및 퀴즈,2,10.526315789473683
2023-12-10,울산,26,노년,여,게임 및 퀴즈,0,0.0
2023-12-10,충북,22,청소년,남,커뮤니티 청소 활동,8,36.36363636363637
2023-12-10,충북,30,청소년,여,커뮤니티 청소 활동,18,60.0
2023-12-10,충북,28,청년,남,커뮤니티 청소 활동,15,53.57142857142857
2023-12-10,충북,11,청년,여,커뮤니티 청소 활동,4,36.36363636363637
2023-12-10,충북,22,장년,남,커뮤니티 청소 활동,19,86.36363636363636
2023-12-10,충북,32,장년,여,커뮤니티 청소 활동,15,46.875
2023-12-10,충북,34,노년,남,커뮤니티 청소 활동,9,26.47058823529412
2023-12-10,충북,10,노년,여,커뮤니티 청소 활동,3,30.0
2023-12-10,강원,27,청소년,남,재활용 아트 전시,2,7.4074074074074066
2023-12-10,강원,14,청소년,여,재활용 아트 전시,9,64.28571428571429
2023-12-10,강원,22,청년,남,재활용 아트 전시,6,27.27272727272727
2023-12-10,강원,24,청년,여,재활용 아트 전시,18,75.0
2023-12-10,강원,36,장년,남,재활용 아트 전시,11,30.555555555555557
2023-12-10,강원,40,장년,여,재활용 아트 전시,8,20.0
2023-12-10,강원,4,노년,남,재활용 아트 전시,3,75.0
2023-12-10,강원,14,노년,여,재활용 아트 전시,11,78.57142857142857
2023-12-11,대구,12,청소년,남,워크숍 개최,7,58.333333333333336
2023-12-11,대구,18,청소년,여,워크숍 개최,14,77.77777777777779
2023-12-11,대구,28,청년,남,워크숍 개최,14,50.0
2023-12-11,대구,27,청년,여,워크숍 개최,2,7.4074074074074066
2023-12-11,대구,10,장년,남,워크숍 개최,4,40.0
2023-12-11,대구,23,장년,여,워크숍 개최,12,52.17391304347826
2023-12-11,대구,2,노년,남,워크숍 개최,0,0.0
2023-12-11,대구,40,노년,여,워크숍 개최,17,42.5
2023-12-11,서울,23,청소년,남,커뮤니티 청소 활동,0,0.0
2023-12-11,서울,1,청소년,여,커뮤니티 청소 활동,0,0.0
2023-12-11,서울,4,청년,남,커뮤니티 청소 활동,0,0.0
2023-12-11,서울,40,청년,여,커뮤니티 청소 활동,0,0.0
2023-12-11,서울,4,장년,남,커뮤니티 청소 활동,0,0.0
2023-12-11,서울,25,장년,여,커뮤니티 청소 활동,9,36.0
2023-12-11,서울,6,노년,남,커뮤니티 청소 활동,0,0.0
2023-12-11,서울,7,노년,여,커뮤니티 청소 활동,3,42.857142857142854
2023-12-11,세종,16,청소년,남,커뮤니티 청소 활동,0,0.0
2023-12-11,세종,25,청소년,여,커뮤니티 청소 활동,14,56.00000000000001
2023-12-11,세종,21,청년,남,커뮤니티 청소 활동,18,85.71428571428571
2023-12-11,세종,24,청년,여,커뮤니티 청소 활동,10,41.66666666666667
2023-12-11,세종,30,장년,남,커뮤니티 청소 활동,0,0.0
2023-12-11,세종,38,장년,여,커뮤니티 청소 활동,9,23.684210526315788
2023-12-11,세종,28,노년,남,커뮤니티 청소 활동,17,60.71428571428571
2023-12-11,세종,3,노년,여,커뮤니티 청소 활동,1,33.33333333333333
2023-12-11,제주,1,청소년,남,커뮤니티 청소 활동,0,0.0
2023-12-11,제주,30,청소년,여,커뮤니티 청소 활동,12,40.0
2023-12-11,제주,40,청년,남,커뮤니티 청소 활동,6,15.0
2023-12-11,제주,39,청년,여,커뮤니티 청소 활동,1,2.564102564102564
2023-12-11,제주,28,장년,남,커뮤니티 청소 활동,6,21.428571428571427
2023-12-11,제주,22,장년,여,커뮤니티 청소 활동,4,18.181818181818183
2023-12-11,제주,18,노년,남,커뮤니티 청소 활동,0,0.0
2023-12-11,제주,6,노년,여,커뮤니티 청소 활동,0,0.0
2023-12-11,충북,10,청소년,남,홍보 부스 운영,0,0.0
2023-12-11,충북,19,청소년,여,홍보 부스 운영,3,15.789473684210526
2023-12-11,충북,35,청년,남,홍보 부스 운영,4,11.428571428571429
2023-12-11,충북,21,청년,여,홍보 부스 운영,18,85.71428571428571
2023-12-11,충북,35,장년,남,홍보 부스 운영,15,42.857142857142854
2023-12-11,충북,28,장년,여,홍보 부스 운영,15,53.57142857142857
2023-12-11,충북,2,노년,남,홍보 부스 운영,0,0.0
2023-12-11,충북,39,노년,여,홍보 부스 운영,20,51.28205128205128
2023-12-11,인천,23,청소년,남,업사이클링 마켓,11,47.82608695652174
2023-12-11,인천,7,청소년,여,업사이클링 마켓,1,14.285714285714285
2023-12-11,인천,8,청년,남,업사이클링 마켓,0,0.0
2023-12-11,인천,13,청년,여,업사이클링 마켓,1,7.6923076923076925
2023-12-11,인천,39,장년,남,업사이클링 마켓,9,23.076923076923077
2023-12-11,인천,27,장년,여,업사이클링 마켓,11,40.74074074074074
2023-12-11,인천,7,노년,남,업사이클링 마켓,0,0.0
2023-12-11,인천,29,노년,여,업사이클링 마켓,16,55.172413793103445
2023-12-11,부산,29,청소년,남,재활용 품목 수집 이벤트,4,13.793103448275861
2023-12-11,부산,2,청소년,여,재활용 품목 수집 이벤트,1,50.0
2023-12-11,부산,18,청년,남,재활용 품목 수집 이벤트,11,61.111111111111114
2023-12-11,부산,18,청년,여,재활용 품목 수집 이벤트,0,0.0
2023-12-11,부산,23,장년,남,재활용 품목 수집 이벤트,1,4.3478260869565215
2023-12-11,부산,31,장년,여,재활용 품목 수집 이벤트,8,25.806451612903224
2023-12-11,부산,22,노년,남,재활용 품목 수집 이벤트,5,22.727272727272727
2023-12-11,부산,17,노년,여,재활용 품목 수집 이벤트,2,11.76470588235294
2023-12-11,경남,16,청소년,남,재활용 아트 전시,7,43.75
2023-12-11,경남,14,청소년,여,재활용 아트 전시,0,0.0
2023-12-11,경남,22,청년,남,재활용 아트 전시,7,31.818181818181817
2023-12-11,경남,7,청년,여,재활용 아트 전시,6,85.71428571428571
2023-12-11,경남,18,장년,남,재활용 아트 전시,6,33.33333333333333
2023-12-11,경남,8,장년,여,재활용 아트 전시,0,0.0
2023-12-11,경남,13,노년,남,재활용 아트 전시,1,7.6923076923076925
2023-12-11,경남,16,노년,여,재활용 아트 전시,0,0.0
2023-12-11,전북,18,청소년,남,게임 및 퀴즈,7,38.88888888888889
2023-12-11,전북,13,청소년,여,게임 및 퀴즈,5,38.46153846153847
2023-12-11,전북,2,청년,남,게임 및 퀴즈,1,50.0
2023-12-11,전북,17,청년,여,게임 및 퀴즈,8,47.05882352941176
2023-12-11,전북,38,장년,남,게임 및 퀴즈,13,34.21052631578947
2023-12-11,전북,9,장년,여,게임 및 퀴즈,0,0.0
2023-12-11,전북,26,노년,남,게임 및 퀴즈,10,38.46153846153847
2023-12-11,전북,9,노년,여,게임 및 퀴즈,8,88.88888888888889
2023-12-11,강원,15,청소년,남,홍보 부스 운영,9,60.0
2023-12-11,강원,24,청소년,여,홍보 부스 운영,7,29.166666666666668
2023-12-11,강원,3,청년,남,홍보 부스 운영,2,66.66666666666666
2023-12-11,강원,40,청년,여,홍보 부스 운영,18,45.0
2023-12-11,강원,25,장년,남,홍보 부스 운영,14,56.00000000000001
2023-12-11,강원,39,장년,여,홍보 부스 운영,0,0.0
2023-12-11,강원,24,노년,남,홍보 부스 운영,6,25.0
2023-12-11,강원,7,노년,여,홍보 부스 운영,0,0.0
2023-12-11,전남,14,청소년,남,재활용 아트 전시,4,28.57142857142857
2023-12-11,전남,1,청소년,여,재활용 아트 전시,0,0.0
2023-12-11,전남,13,청년,남,재활용 아트 전시,1,7.6923076923076925
2023-12-11,전남,15,청년,여,재활용 아트 전시,5,33.33333333333333
2023-12-11,전남,15,장년,남,재활용 아트 전시,5,33.33333333333333
2023-12-11,전남,27,장년,여,재활용 아트 전시,6,22.22222222222222
2023-12-11,전남,24,노년,남,재활용 아트 전시,20,83.33333333333334
2023-12-11,전남,10,노년,여,재활용 아트 전시,0,0.0
2023-12-11,경북,3,청소년,남,재활용 품목 수집 이벤트,0,0.0
2023-12-11,경북,38,청소년,여,재활용 품목 수집 이벤트,4,10.526315789473683
2023-12-11,경북,15,청년,남,재활용 품목 수집 이벤트,11,73.33333333333333
2023-12-11,경북,23,청년,여,재활용 품목 수집 이벤트,0,0.0
2023-12-11,경북,10,장년,남,재활용 품목 수집 이벤트,7,70.0
2023-12-11,경북,10,장년,여,재활용 품목 수집 이벤트,0,0.0
2023-12-11,경북,36,노년,남,재활용 품목 수집 이벤트,2,5.555555555555555
2023-12-11,경북,8,노년,여,재활용 품목 수집 이벤트,7,87.5
2023-12-11,충남,19,청소년,남,커뮤니티 청소 활동,3,15.789473684210526
2023-12-11,충남,6,청소년,여,커뮤니티 청소 활동,1,16.666666666666664
2023-12-11,충남,8,청년,남,커뮤니티 청소 활동,7,87.5
2023-12-11,충남,34,청년,여,커뮤니티 청소 활동,0,0.0
2023-12-11,충남,19,장년,남,커뮤니티 청소 활동,1,5.263157894736842
2023-12-11,충남,6,장년,여,커뮤니티 청소 활동,4,66.66666666666666
2023-12-11,충남,17,노년,남,커뮤니티 청소 활동,6,35.294117647058826
